Sheet,Cell,Formula,Evaluated Value
Analysis,T8,"=IF(summ[[#This Row],[Core Hint]]<>""NotFound"",_xlfn.TEXTJOIN("" "",,""Disable CORE:"",summ[[#This Row],[Core Hint]],""- MCAs:"",summ[[#This Row],[Core Mcas]]),"""")",
Analysis,U8,"=IF(summ[[#This Row],[CHA Hint]]<>""NotFound"",_xlfn.TEXTJOIN("" "",,""Disable CHA:"",summ[[#This Row],[CHA Hint]],""- Signature:"",summ[[#This Row],[Top OrigReq]],""-"",summ[[#This Row],[Top ISMQ]],"":"",summ[[#This Row],[Top SAD LocPort]]),IF(summ[[#This Row],[SrcIDs]]<>""NotFound"",_xlfn.TEXTJOIN("" "",,""Disable SrcID: "",summ[[#This Row],[SrcIDs]],""- Signature:"",summ[[#This Row],[Top OrigReq]],""-"",summ[[#This Row],[Top ISMQ]],"":"",summ[[#This Row],[Top SAD LocPort]]),""""))",Disable SrcID:  47 - Signature: WbMtoE - Ismq_Idle : MEM2
Analysis,V8,"=IF(summ[[#This Row],[LLC Hint]]<>""NotFound"",_xlfn.TEXTJOIN("" "",,""Disable LLC:"",summ[[#This Row],[LLC Hint]]),"""")",
Analysis,W8,"=IF(summ[[#This Row],[Other]]<>"""",_xlfn.TEXTJOIN("" "",,""Defeature:"",summ[[#This Row],[Other]],"" -- Check CORE or CHA MCAs for more data.""),"""")",
Analysis,Y8,"=_xlfn.TEXTJOIN("" - "",,IF(summ[[#This Row],[Core Fail Area]]<>"""",""CORE: ""&summ[[#This Row],[Core Fail Area]],""""),IF(summ[[#This Row],[CHA Fail Area]]<>"""",""CHA: ""&summ[[#This Row],[CHA Fail Area]],""""),IF(summ[[#This Row],[LLC Fail Area]]<>"""",""LLC: ""&summ[[#This Row],[LLC Fail Area]],""""))",
FirstErr,N2,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O2,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P2,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q2,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R2,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S2,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T2,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N3,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O3,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P3,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q3,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R3,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S3,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",22
FirstErr,T3,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE22
FirstErr,N4,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O4,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P4,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q4,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R4,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S4,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T4,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N5,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O5,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P5,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q5,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R5,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S5,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",108
FirstErr,T5,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE108
FirstErr,N6,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O6,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P6,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q6,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R6,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S6,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T6,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N7,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O7,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P7,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q7,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R7,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S7,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",84
FirstErr,T7,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE84
FirstErr,N8,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O8,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P8,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q8,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R8,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S8,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T8,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N9,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O9,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P9,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q9,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R9,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S9,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",129
FirstErr,T9,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE129
FirstErr,N10,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O10,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P10,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q10,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R10,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S10,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T10,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N11,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O11,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P11,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q11,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R11,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S11,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T11,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N12,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",punit_ptpcioregs_0
FirstErr,O12,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",PUNIT
FirstErr,P12,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",eprpunit
FirstErr,Q12,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",EPRPUNIT
FirstErr,R12,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",0
FirstErr,S12,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",0
FirstErr,T12,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",PUNIT:EPRPUNIT0
FirstErr,N13,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O13,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P13,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q13,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R13,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S13,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T13,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N14,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O14,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P14,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q14,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R14,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S14,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",22
FirstErr,T14,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE22
FirstErr,N15,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O15,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P15,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q15,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R15,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S15,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T15,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N16,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O16,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P16,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q16,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R16,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S16,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",108
FirstErr,T16,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE108
FirstErr,N17,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O17,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P17,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q17,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R17,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S17,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T17,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N18,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O18,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P18,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q18,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R18,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S18,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",84
FirstErr,T18,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE84
FirstErr,N19,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O19,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P19,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q19,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R19,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S19,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",143
FirstErr,T19,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE143
FirstErr,N20,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O20,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P20,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q20,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R20,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
FirstErr,S20,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,4)-(ubox[[#This Row],[offset]]*(ubox[[#This Row],[FirstError - DIEID]]-9))",129
FirstErr,T20,"=IF(OR(ubox[[#This Row],[FirstError - Device (Name)]]=""CORE"",ubox[[#This Row],[FirstError - Device (Name)]]=""SCF""),ubox[[#This Row],[FirstError - IP (name)]],ubox[[#This Row],[FirstError - IP (name)]]&"":""&ubox[[#This Row],[FirstError - Device (Name)]])&ubox[[#This Row],[FirstError - Physical Loc]]",CORE129
FirstErr,N21,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,1)",core_coregp
FirstErr,O21,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - IP]],Computes!$S$2:$S$22,Computes!$T$2:$T$22)",CORE
FirstErr,P21,"=INDEX(_xlfn.TEXTSPLIT(ubox[[#This Row],[FirstError - Location]],"".""),1,3)",cpucore
FirstErr,Q21,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$2:$AB$22,Computes!$AC$2:$AC$22)",CORE
FirstErr,R21,"=_xlfn.XLOOKUP(ubox[[#This Row],[FirstError - Device]],Computes!$AB$1:$AB$22,Computes!$AD$1:$AD$22)",4
